Name,Background,Skin,Shell,Body,Mouth,Eyes,Head,Token_ID
Terrapin #02662,Early Light,Chocolate,Dragon Wings - Black,Leather Jacket - Black and White,Dopey - Drool,Angry Tweeker ,None,196181604716646481773789263443891132500
Terrapin #05208,Baby Yellow,Black and Yellow, Cannon,Hawaiian Shirt - Pineapple,Snarl,Tweeker ,Mohawk - Blue,249861951915972527814968733813614369824
Terrapin #08628,Purple,Lion,Dragon Scale - Green,Naked,Dopey,Steam Punk - Tweeker,Cheese Head,220761476232695809263632449973396513655
Terrapin #06803,Steel Blue,Common,Base ,Orange Shirt,Grin,Bored  - Shaved Brow,Crown - Emerald,96561954383310352089246873075957837741
Terrapin #07286,Blue Grey,Common,Steam Punk ,Cloak - Blue,Ehh,Tweeker ,Girls  - Pink,74599696195310862290234796588712491791
Terrapin #03094,Purple,Common,Angel Wings,Naked,Ehh,Spectacles - Tortoise Shell,Unicorn,200285112456935876316477622427859202640
Terrapin #05794,Clouds,Lion,Knight Sword - Red,Naked,Grin,Bored ,Rainbow Cap,6091442381052071040472265333613722856
Terrapin #09975,Blue Grey,Black and Yellow, Spikes,Steam Punk Shirt - Red,Dopey,Tweeker ,Girls  - Brown,215700801010257844796948086266794757882
Terrapin #01774,Mint,Lion, Spikes,Hawaiian Shirt - Watermelon,Ehh,Bored ,None,232857880317277887676823703533824125082
Terrapin #09086,Purple,Luna,Dragon Wings - Black,Naked,Dopey - Vampire,Goggle Steam Punk,Spiky  - Brown,265608750074042229967446467572367350396
Terrapin #05731,Blue Grey,Common,Base ,Steam Punk Shirt - Blue,Dopey,Tweeker ,Mohawk - Black,202626403268705331106468643778695081253
Terrapin #00796,Neon Pink,Common,Base ,Naked,Dopey,Eyepatch - Tweeker,Girls  - Brown,110916102390381823044723423946997460793
Terrapin #06607,Mint,Common,Base ,Naked,Grin,Tweeker ,Mohawk - Red,49340419736889571110590406143733836154
Terrapin #06534,Mint,Dalmation,Dragon Scale - Green,Naked,Sad,Bored ,None,33288135528678011894914646709709376357
Terrapin #03051,Blue Grey,Leopard Lion,Knight Sword - Brown,Naked,Grin,Goggle Steam Punk - Black,Bowler Hat,333811110319949995042770505971262608425
Terrapin #09170,Blue Grey,Tiger Teddy,Base ,Cloak - Brown,Dopey,Steam Punk - Angry,Lion Hat,305771995950074218475706486623908154597
Terrapin #01410,Steel Blue,Common,Armoured ,Naked,Dopey,Bored ,Wizard Hat - Brown,286978463034962073531892696849222858650
Terrapin #09363,Burnt Orange,Common,Base ,Leather Jacket - Black,Grin,Cyborg - Angry Clown,Spiky  - Blonde,4812314971016075814002492178574306332
Terrapin #08695,Purple,Luna,Base ,Cloak - Brown,Grin,Monocle - Bored ,Ramen,311963338565676815278342518123746730775
Terrapin #06603,Blue Grey,Monochrome,Base ,Naked,Grin,Angry Tweeker ,Terrorpin,203959901498641430563967751202224388993
Terrapin #03721,Clouds,Common,Base ,Naked,Dopey,Cyborg - Angry,Crown - Emerald,323139934555376188076706192165102463572
Terrapin #08633,Steel Blue,Leopard Unicorn, Spikes,Hawaiian Shirt - Pineapple,Vampire,Cyborg - Tweeker,Mohawk - Black,104444046526121634958100881197791855696
Terrapin #02284,Steel Blue,Common,Knight Sword - Blue,Kimono,Dopey,Cyborg - Tweeker,Basketball,255964541229553271310000013322710915617
Terrapin #09585,Baby Blue,Lion,Base ,Cloak - Blue,Moustache,Eyepatch - Tweeker,Wizard Hat - Blue,135767430085825387665891992187764951330
Terrapin #01654,Early Light,Black and Yellow,Angel Wings,Orange Shirt,Grin,Bored ,Bonnett,285429071080072958496929700069550793334
Terrapin #03571,Purple,Common, Spikes,Hawaiian Shirt - Pineapple,Snarl - Cigar,Angry Tweeker ,None,197482834765996156150580893924281397826
Terrapin #02134,Early Light,Black and Yellow,Knight Sword - Brown,Cloak - Brown,Dopey,Steam Punk - Tweeker - Purple,Top Hat - black,153582675288431866907112594851104723851
Terrapin #05664,Mint,Black and Yellow,Diamond Back,Cloak - Brown,Ehh,Cyborg - Bored,Mohawk - Black,262337245944385684900077972882036791733
Terrapin #02264,Baby Yellow,Lion,Dragon Wings - Black,Steam Punk Shirt - Blue,Dopey - Drool,Bored ,Mohawk - Green,78089117371720193175658330290677786126
Terrapin #02925,Mint,Common, Spikes,Hawaiian Shirt - Pineapple,Snarl,Laser ,Red  with Horns,176935628362485897789610223575332678204
Terrapin #06000,Baby Blue,Geisha, Spikes,Naked,Sad,Bored ,None,301882557689595332079529834834100838272
Terrapin #04210,Purple,Black and Yellow,Dragon Scale - Green,Cloak - Blue,Grin,Cyborg - Angry Clown,Mohawk - Blue,108668687792018537492342009645147429730
Terrapin #03689,Neon Pink,Teddy,Dragon Wings - Black,Luna Jersey,Dopey,Tweeker ,Assassins Cowl - White,128505220844902848983965197741525364661
Terrapin #07523,Mint,Common,Knight Sword - Brown,Leather Jacket - Black,Grin - 5pm Shadow,Bored  - Shaved Brow,None,184076084886609141387126693467079847867
Terrapin #08322,Steel Blue,Frog, Spikes,Cloak - Brown,Vampire,Bored ,None,164242294620082376208556789857419137871
Terrapin #05300,Baby Yellow,Chocolate,Dragon Wings - Red,Naked,Scream,Bored ,None,40310039382361092300513417857133009903
Terrapin #02204,Early Light,Common,Armoured ,Naked,Grin,Eyepatch - Tweeker,Wizard Hat - Brown,199690755500247960812024473235344787010
Terrapin #06329,Steel Blue,Tiger Teddy,Base ,Orange Shirt,Grin,Anime  - Blue,Girls  - Pink,33847503035767961808084148358811270494
Terrapin #02945,Baby Yellow,Lion,Base ,Naked,Dopey,Goggle Steam Punk,Angel Halo,211808095663428523422360041962407573591
Terrapin #01591,Purple,Common, Spikes,Naked,Grin,Goggle Steam Punk - Black,Octopus,75059980030803954722135358990984922173
Terrapin #03151,Mint,Luna,Base ,Naked,Bubblegum,Bored ,Mohawk - Silver,98918153890095195952681765610805771406
Terrapin #00327,Mint,Luna, Spikes,Naked,Terrorpin,Steam Punk - Tweeker,Rainbow Cap,161585188756528360454644981553132150134
Terrapin #06489,Baby Yellow,Tiger Teddy,Base ,Naked,Terrorpin,Monocle - Tweeker ,Assassins Cowl - Black,326002292730166087261301299296340535217
Terrapin #02657,Neon Pink,Unicorn,Base ,Luna Shirt,Dopey,Tweeker ,Crown - Sapphire,197241108773393505418622900488508349907
Terrapin #00726,Midnight Blue - Big Moon,Lion, Spikes,Cloak - Black,Dopey - Vampire,Bored ,Spiky  - Black,310387911088920982646563610407778359680
Terrapin #06633,Blue Grey,Luna,Base ,Naked,Dopey,Tweeker ,Lion Hat,170660377153359054848672460238801581328
Terrapin #02322,Early Light,Black and Yellow,Dragon Scale - Purple,Naked,Grin - 5pm Shadow,Laser ,Top Hat - Steam Punk,228557459687087123790721361738734047283
Terrapin #10000,Lilac,Tiger Teddy,Base ,Steam Punk Shirt - Blue,Grin,Bored ,Mohawk - Silver,297452463748404469357920934651677988018
Terrapin #01157,Neon Pink,Geisha,Knight Sword - Green,Tuxedo,Snarl,Steam Punk - Angry,Girls  - Pink,144832387554852918228577489648470548620
Terrapin #06698,Steel Blue,Lion,Turtle Katana,Naked,Dopey,Closed ,Afro,163026353145174569994714353272564351339
Terrapin #03696,Steel Blue,Common,Base ,Orange Shirt,Ehh,Bandana - Blue,Basketball,141416505532624157985518020290431983548
Terrapin #02154,Blue Grey,Teddy,Base ,Cloak - Black,Dopey - Vampire,Bored ,Mohawk - Purple,325900564492335228792582005409219154462
Terrapin #08495,Lilac,Luna,Base ,Leather Jacket - Black and White,Scowl,Terrorpin,Fried Egg,8873763254744109390576820236709718425
Terrapin #04435,Early Light,Lion,Knight Sword - Blue,Hawaiian Shirt - Watermelon,Vampire,Anime  - Blue,Angel Halo,134648212825018639808381714553393460777
Terrapin #00342,Baby Yellow,Common,Base ,Cloak - Black,Dopey,Cyborg - Bored,Spiky  - Black,2194383760531415734310679190595736006
Terrapin #02369,Steel Blue,Black and Yellow,Armoured ,Naked,Ehh,Steam Punk - Bored,Pizza,148864437141598719140584865042194917836
Terrapin #01762,Steel Blue,Leopard Unicorn,Base ,Naked,Scowl,Steam Punk - Angry,None,97922084434992303502618013583818994875
Terrapin #01374,Charcoal - Big Moon,Common,Base ,Orange Shirt,Bubblegum,Tweeker ,Basketball,315999985529219559398971289681498513411
Terrapin #06353,Burnt Orange,Common,Base ,Naked,Snarl - Nose Ring,Cyborg - Tweeker,Cheese Head,124006342544921608920189099610550545469
Terrapin #09835,Baby Blue,Common,Knight Sword - Blue,Cloak - Blue,Grin - Cigar,Steam Punk - Angry,None,65482974623400290343467006414124340931
Terrapin #03320,Baby Blue,Common,Dragon Wings - Black,Naked,Grin - 5pm Shadow,Tweeker ,Mohawk - Purple,28155204057322454346528959348145997512
Terrapin #04910,Blue Grey,Teddy,Base ,Naked,Terrorpin,Tweeker ,Mohawk - Black,120657859317166781107705305494652914553
Terrapin #07392,Baby Yellow,Geisha,Base ,Leather Jacket - Black,Grin - Cigar,Tweeker ,Mohawk - Black,180651011763829457543633429410925591710
Terrapin #06995,Steel Blue,Monochrome,Base ,Naked,Grin,Monocle - Tweeker ,Mohawk - Blue,290644967784722124678096074394933816203
Terrapin #01154,Early Light,Common,Base ,Luna Shirt,Ehh,Bored ,Mohawk - Black,322434754278705625406075788466569780894
Terrapin #09880,Baby Blue,Luna,Dragon Scale - Green,Naked,Grin - 5pm Shadow,Sunnies - Gun Metal,Spiky  - Blonde,322506612491851958225212236376794001050
Terrapin #00641,Blue Grey,Unicorn,Dragon Wings - Black,Naked,Dopey - Drool,Cyborg - Angry,Mop  Brown,89410046399374328569087353113786905466
Terrapin #01401,Purple,Black and Yellow, Spikes,Steam Punk Shirt - Blue,Dopey,Bandana - Blue,Mop  Black,22469806095485926793097343751685462523
Terrapin #08413,Steel Blue,Common,Scythe,Cloak - Black,Grin - Cigar,Tweeker ,Mohawk - Green,335555685896875247256690536502720550640
Terrapin #07979,Steel Blue,Common,Steam Punk ,Leather Jacket - Black and White,Grin - Cigar,Steam Punk - Tweeker,Mohawk - Green,228309127436508988225874685996858927658
Terrapin #05743,Baby Blue,Frog,Diamond Back,Naked,Grin,Bored ,Mohawk - Black,331624051218328527609104338294462537270
Terrapin #06826,Purple,Lion,Base ,Luna Jersey 30,Dopey,Eyepatch - Bored,Ramen,153985752362322949698682289316296665060
Terrapin #09102,Lilac,Dalmation,Angel Wings,Naked,Grin - 5pm Shadow,Steam Punk - Bored,Bull Hat,114194819426332635400598100432578915002
Terrapin #09171,Steel Blue,Common,Base ,Naked,Grin,Spectacles - Tortoise Shell,Cheese Head,104429412287173580297325892648832755987
Terrapin #05627,Lilac,Lion,Base ,Naked,Dopey,Tweeker ,Red  with Horns,20925730548669419398609182516250634936
Terrapin #06095,Baby Yellow,Tiger Teddy, Spikes,Orange Shirt,Scream,Steam Punk - Angry,Crown - Emerald,320388377435405328440846963818305420301
Terrapin #01419,Blue Grey,Common,Angel Wings,Hawaiian Shirt - Watermelon,Grin - 5pm Shadow,Cyborg - Angry,Afro,269287931261770047828589861182927234845
Terrapin #02894,Charcoal - Big Moon,Lion,Armoured ,Leather Jacket - Black,Grin - 5pm Shadow,Cyborg - Laser,Wizard Hat - Blue,124368400427888696776823144071296742500
Terrapin #01792,Burnt Orange,Geisha,Dragon Wings - Green,Leather Jacket - Black,Scowl,Steam Punk - Tweeker,Crown - Emerald,86845365259685120014680944953517411768
Terrapin #04075,Purple,Geisha,Diamond Back,Luna Shirt,Ehh,Cyborg - Angry Clown,Mohawk - Black,118790234291712728942136207091476538595
Terrapin #04547,Purple,Common,Base ,Naked,Dopey - Drool,Bored ,Cap - Pylon,213372932511198699962771912260480107646
Terrapin #03555,Burnt Orange,Unicorn,Dragon Scale - Green,Cloak - Black,Ehh,Cyborg - Angry,Pirate Bandana,161445014604199144118505696222647585537
Terrapin #04268,Steel Blue,Luna,Knight Sword - Blue,Naked,Dopey,Monocle - Bored ,Girls  - Brown,201622540502159433027154144584065303019
Terrapin #09549,Blue Grey,Chocolate,Base ,Assassins Cloak - White,Dopey,Cyborg - Bored,Pirate Bandana,265328965615265046643061044413009856183
Terrapin #06145,Blue Grey,Common, Spikes,Naked,Grin,Sunnies - Gold,Crown - Emerald,259654183639568355186662291753848980736
Terrapin #07369,Neon Pink,Frog,Base ,Naked,Moustache,Steam Punk - Bored,Mohawk - Black,106929919774781337042904421625977677514
Terrapin #04827,Baby Blue,Black and Yellow,Dragon Wings - Green,Naked,Dopey - Drool,Tweeker ,Devil Horns,250751845275540798993971457150838760334
Terrapin #05057,Mint,Chocolate,Dragon Wings - Green,Cloak - Black,Scream,Closed ,Bowler Hat,146684730389908548064317505380665125642
Terrapin #08634,Purple,Geisha,Dragon Scale - Purple,Naked,Grin - Cigar,Steam Punk - Angry,Wizard Hat - Blue,105143628769958996877767899524869897547
Terrapin #07381,Early Light,Luna,Base ,Naked,Dopey,Monocle - Tweeker ,Basketball,82352535541745985318264519615681850080
Terrapin #03510,Mint,Common,Base ,Naked,Snarl,Bored ,Mohawk - Silver,14708336928946718311577929467127761730
Terrapin #08928,Mint,Tiger,Base ,Tuxedo,Beard,Bored ,Cap - ANC,257985237670460501871633466588100589102
Terrapin #00341,Lilac,Geisha,Steam Punk ,Hawaiian Shirt - Watermelon,Grin,Goggle Steam Punk,Unicorn,315224519945859684035567246199170540577
Terrapin #02016,Steel Blue,Lion,Base ,Orange Shirt,Dopey,Steam Punk - Tweeker - Purple,Top Hat - black,276228966981080404223561247000646246816
Terrapin #01915,Purple,Luna,Base ,Steam Punk Shirt - Blue,Scream,Bored ,Spiky  - Brown,75068080298822528848075054772608781174
Terrapin #04660,Charcoal Full Moon,Tiger Teddy,Base ,Naked,Dopey - Vampire,Angry Tweeker ,Crown - Emerald,130685864941458728398054476935741670483
Terrapin #04292,Purple,Lion,Base ,Steam Punk Shirt - Red,Dopey,Laser ,Mohawk - Green,124689626752626076813317844004611470833
Terrapin #02597,Blue Grey,Common,Base ,Naked,Grin - 5pm Shadow,Bored ,Spiky  - Black,239696998264216270902613019492101966108
Terrapin #03886,Mint,Luna, Spikes,Luna Shirt,Dopey,Bored ,Basketball,99145993029536314075159433004156475995
Terrapin #05275,Charcoal Full Moon,Zebra,Base ,Orange Shirt,Scowl,Bored ,Red  with Horns,331794144298132317373115153123878509009
Terrapin #08922,Baby Yellow,Dalmation,Scythe,Naked,Grin,Closed ,Cap - MIR,104449951666246573501237023783397130402
Terrapin #08188,Steel Blue,Lion,Base ,Cloak - Brown,Grin - Cigar,Bored ,Red  with Horns,39710657922474099118785648792403849443
Terrapin #05400,Baby Blue,Luna,Base ,Kimono,Ehh,Tweeker ,Octopus,71058860711259934772957902945910278084
Terrapin #07883,Baby Yellow,Lion,Base ,Hawaiian Shirt - Watermelon,Monster,Sunnies - Gun Metal,Crown - Ruby,214837375320600169768486654585319465507
Terrapin #06891,Blue Grey,Luna,Base ,Cloak - Blue,Snarl - Nose Ring,Tweeker ,None,80435379730592244078905102774732940499
Terrapin #08162,Purple,Common, Spikes,Naked,Dopey,Bored ,Cheese Head,179770997652711840535484806643809734802
Terrapin #05629,Mint,Tiger Teddy,Base ,Naked,Dopey - Vampire,Steam Punk - Angry,Cap - ANC,176706976253745405073850297926558489597
Terrapin #02270,Mint,Leopard Unicorn, Spikes,Suit and Tie,Monster,Sunnies - Gun Metal,Cap - Luna,163272726669116376779110606907382921889
Terrapin #00613,Steel Blue,Lion,Turtle Katana,Naked,Snarl,Bored ,Top Hat - Steam Punk,338999799362310123397259758288355715573
Terrapin #07608,Baby Yellow,Common,Base ,Naked,Dopey,Sunnies - Pink,Unicorn,92824387507810793618526311318890626910
Terrapin #05329,Mint,Lion,Base ,Naked,Grin,Steam Punk - Angry,Mohawk - Silver,55797060151022844965520278748459961636
Terrapin #08347,Neon Pink,Lion,Dragon Wings - Purple,Steam Punk Shirt - Blue,Dopey,Bandana - Blue,Spiky  - Black,214946786734659402703170876550114239305
Terrapin #00437,Mint,Tiger Teddy,Base ,Naked,Terrorpin,Goggle Steam Punk,Rainbow Cap,186046493228551450558971216751340535650
Terrapin #05328,Neon Pink,Common,Base ,Naked,Grin,Eyepatch - Tweeker,Basketball,47426656604491150935848058154568441289
Terrapin #05791,Baby Yellow,Luna,Knight Sword - Brown,Cloak - Black,Dopey - Vampire,Bored ,Bull Hat,212824957147727975467803540419593973923
Terrapin #09914,Blood Red - Big Moon,Leopard Unicorn, Spikes,Naked,Ehh,Sunnies - Gun Metal,Rainbow Cap,289889215005427220496147687888387293291
Terrapin #06623,Neon Pink,Leopard Unicorn,Base ,Naked,Monster,Bored ,Rainbow Cap,262031372512405362698930888889003528916
Terrapin #05047,Purple,Lion,Base ,Luna Shirt,Moustache,Angry Tweeker ,Mohawk - Purple,185064359937477249107473796141190288752
Terrapin #02604,Steel Blue,Common, Cannon,Cloak - Black,Ehh,Monocle - Tweeker ,Top Hat - Steam Punk,73843722463661184064688881860035515006
Terrapin #02817,Mint,Common,Steam Punk ,Hawaiian Shirt - Pineapple,Dopey,Tweeker ,Cap - ANC,159191820858054939890301282406664883908
Terrapin #08527,Mint,Common,Base ,Naked,Snarl - Nose Ring,Tweeker ,Angel Halo,37277845503025851056645527982985778247
Terrapin #07184,Mint,Lion,Base ,Naked,Scream,Anime  - Blue,Dragon Hat - Green,325641748751122017955313713946259384785
Terrapin #09846,Mint,Tiger Teddy,Dragon Scale - Green,Naked,Grin,Cyborg - Angry,Spiky  - Brown,150537868170511422421523142888855814515
Terrapin #08220,Blue Grey,Geisha,Dragon Wings - Red,Naked,Beard,Steam Punk - Tweeker - Purple,Bull Hat,241288466280556223824023819970458390720
Terrapin #04296,Midnight Blue - Big Moon,Dalmation,Base ,Naked,Dopey,Eyepatch - Bored,Ice Cream,105078322009886018414416314488189689910
Terrapin #08625,Early Light,Common,Base ,Naked,Snarl - Nose Ring,Steam Punk - Angry,Mohawk - Red,143858946669809238980030910260806156674
Terrapin #07304,Mint,Tiger Teddy,Dragon Wings - Purple,Cloak - Brown,Grin - 5pm Shadow,Bored ,Spiky  - Blonde,244886323933501769154682957602229701450
Terrapin #06845,Purple,Rainbow,Angel Wings,Naked,Dopey,Goggle Steam Punk - Black,Cap - Pylon,23954208220112249253740418622626860516
Terrapin #03708,Baby Yellow,Luna,Base ,Naked,Vampire,Steam Punk - Angry,Crown - Sapphire,217194084243397659743496382168599938113
Terrapin #05518,Mint,Common,Base ,Naked,Grin,Bored ,Octopus,135184323162179911694876518638287327955
Terrapin #01556,Steel Blue,Geisha,Base ,Naked,Ehh,Cyborg - Tweeker,Top Hat - Steam Punk,336453545323429997875007227451020369358
Terrapin #01338,Mint,Lion,Dragon Wings - Purple,Naked,Moustache,Cyborg - Closed Eye,None,204004387711973641571906438095291407531
Terrapin #08993,Early Light,Black and Yellow,Knight Sword - Brown,Luna Shirt,Ehh,Bored ,Devil Horns,199429943086877139731951824628648341126
Terrapin #09365,Charcoal Full Moon,Geisha,Base ,Naked,Dopey,Eyepatch - Angry,Mohawk - Red,328959473226132982638963233761714187547
Terrapin #04146,Neon Pink,Monochrome,Armoured ,Cloak - Blue,Dopey - Vampire,Eyepatch - Bored,Wizard Hat - Blue,191549465561291995726615464568773568387
Terrapin #09298,Neon Pink,Common,Base ,Luna Jersey 30,Dopey,Cyborg - Angry,Bull Hat,65664261268256518705242155054945517619
Terrapin #06213,Midnight Blue - Big Moon,Common,Knight Sword - Green,Leather Jacket - Black and White,Grin - 5pm Shadow,Tweeker ,Pirate Bandana,145825640374008445332172469951825987137
Terrapin #00958,Baby Yellow,Common,Base ,Naked,Grin,Laser ,None,301881166358116107160930696853145744715
Terrapin #08090,Baby Blue,Lion,Base ,Naked,Scowl,Steam Punk - Tweeker,Red  with Horns,320344896739329784594508311233218234007
Terrapin #03737,Blue Grey,Leopard Unicorn,Base ,Cloak - Brown,Dopey - Vampire,Tweeker ,Crown - Emerald,178631415504982975421797613704161648284
Terrapin #04454,Steel Blue,Geisha,Knight Sword - Green,Naked,Monster,Tweeker ,Spiky  - Black,222359723562102131959515936948760650864
Terrapin #08024,Mint,Teddy,Knight Sword - Blue,Naked,Snarl - Nose Ring,Steam Punk - Bored,Terrorpin,181236573025030726769591194986469614556
Terrapin #06757,Baby Yellow,Lion, Spikes,Naked,Grin - 5pm Shadow,Cyborg - Tweeker,Cap - Pylon,150986904424908662810657710867077597256
Terrapin #07375,Burnt Orange,Common, Cannon,Naked,Dopey - Vampire,Cyborg - Angry,Mop  Black,47896485999056784698343124934027417290
Terrapin #05894,Mint,Tiger Teddy,Base ,Tuxedo,Grin,Cyborg - Bored,Fried Egg,300879029523017491032654936750563838340
Terrapin #01854,Steel Blue,Luna,Base ,Hawaiian Shirt - Watermelon,Grin,Sunnies - Gun Metal,Cap - MIR,81918661063793044294945008877061049672
